Longitude,Latitude
-0.190533,51.468241
-0.190533,51.468241
-0.224937,51.512165
-0.227873,51.513378
-0.226184,51.516788
-0.227389,51.51695
-0.227303,51.518405
-0.227303,51.518405
-0.227389,51.51695
-0.224937,51.512165
-0.227303,51.518405
-0.228052,51.515492
-0.227389,51.51695
-0.227303,51.518405
-0.227389,51.51695
-0.227873,51.513378
-0.227873,51.513378
-0.246817,51.514706
-0.246817,51.514706
-0.246817,51.514706
-0.246817,51.514706
-0.246582,51.517067
-0.246432,51.515366
-0.246582,51.517067
-0.24992,51.519869
-0.241494,51.514824
-0.237415,51.516337
-0.234721,51.51742
-0.237415,51.516337
-0.237415,51.516337
-0.237415,51.516337
-0.237855,51.51503
-0.240434,51.517659
-0.233407,51.514882
-0.241494,51.514824
-0.23342,51.53168
-0.230966,51.530636
-0.240451,51.528432
-0.235248,51.530638
-0.235248,51.530638
-0.23342,51.53168
-0.236246,51.531678
-0.230966,51.530636
-0.236246,51.531678
-0.234483,51.531418
-0.230966,51.530636
-0.230966,51.530636
-0.248918,51.516284
-0.246228,51.517665
-0.246064,51.519299
-0.246064,51.519299
-0.238456,51.511406
-0.24073,51.511836
-0.238456,51.511406
-0.238456,51.511406
-0.234682,51.510226
-0.232823,51.513579
-0.232034,51.513873
-0.233711,51.513736
-0.233711,51.513736
-0.233711,51.513736
-0.232823,51.513579
-0.233711,51.513736
-0.233711,51.513736
-0.232823,51.513579
-0.233574,51.512421
-0.233574,51.512421
-0.233574,51.512421
-0.233574,51.512421
-0.232953,51.512466
-0.233574,51.512421
-0.232953,51.512466
-0.239464,51.508436
-0.241077,51.509935
-0.241077,51.509935
-0.241077,51.509935
-0.239464,51.508436
-0.240858,51.508907
-0.240858,51.508907
-0.240858,51.508907
-0.242384,51.507428
-0.243108,51.50885
-0.242384,51.507428
-0.242384,51.507428
-0.242384,51.507428
-0.241457,51.513169
-0.245412,51.513759
-0.247637,51.513234
-0.244665,51.511086
-0.242303,51.512552
-0.236812,51.508054
-0.236812,51.508054
-0.236812,51.508054
-0.235846,51.508067
-0.235846,51.508067
-0.22088,51.503848
-0.22174,51.505444
-0.223124,51.505069
-0.22039,51.505334
-0.223472,51.510191
-0.223472,51.510191
-0.224214,51.502964
-0.222612,51.505259
-0.221881,51.508108
-0.221881,51.508108
-0.221881,51.508108
-0.223124,51.505069
-0.223472,51.510191
-0.221881,51.508108
-0.221881,51.508108
-0.223124,51.505069
-0.218683,51.504759
-0.221881,51.508108
-0.221881,51.508108
-0.224214,51.502964
-0.223472,51.510191
-0.221881,51.508108
-0.221881,51.508108
-0.221881,51.508108
-0.221881,51.508108
-0.219244,51.507744
-0.219244,51.507744
-0.223472,51.510191
-0.223472,51.510191
-0.223472,51.510191
-0.219244,51.507744
-0.221881,51.508108
-0.221881,51.508108
-0.221881,51.508108
-0.221881,51.508108
-0.22039,51.505334
-0.221881,51.508108
-0.22039,51.505334
-0.224214,51.502964
-0.221881,51.508108
-0.221881,51.508108
-0.221881,51.508108
-0.223472,51.510191
-0.223124,51.505069
-0.223472,51.510191
-0.223168,51.505771
-0.223124,51.505069
-0.223124,51.505069
-0.223124,51.505069
-0.223676,51.508051
-0.222612,51.505259
-0.221881,51.508108
-0.221881,51.508108
-0.221881,51.508108
-0.223124,51.505069
-0.221881,51.508108
-0.224214,51.502964
-0.222612,51.505259
-0.221881,51.508108
-0.223124,51.505069
-0.221881,51.508108
-0.223124,51.505069
-0.221881,51.508108
-0.223124,51.505069
-0.223124,51.505069
-0.221881,51.508108
-0.215551,51.508228
-0.217702,51.50737
-0.215551,51.508228
-0.217702,51.50737
-0.233085,51.50941
-0.233581,51.508887
-0.233637,51.50708
-0.22908,51.507911
-0.233085,51.50941
-0.233637,51.50708
-0.23052,51.507942
-0.233085,51.50941
-0.231831,51.506819
-0.233637,51.50708
-0.228929,51.511425
-0.226419,51.510757
-0.226419,51.510757
-0.234553,51.503866
-0.234875,51.502261
-0.234875,51.502261
-0.234553,51.503866
-0.235246,51.504578
-0.234875,51.502261
-0.234553,51.503866
-0.230996,51.501969
-0.230996,51.501969
-0.229663,51.503262
-0.224604,51.50368
-0.224604,51.50368
-0.229315,51.504821
-0.225617,51.503929
-0.22619,51.505511
-0.225963,51.50504
-0.227346,51.503568
-0.224604,51.50368
-0.227764,51.504312
-0.225384,51.505499
-0.225384,51.505499
-0.225963,51.50504
-0.225617,51.503929
-0.227346,51.503568
-0.227346,51.503568
-0.227346,51.503568
-0.227346,51.503568
-0.23122,51.506235
-0.232715,51.506689
-0.233739,51.505544
-0.23122,51.506235
-0.23122,51.506235
-0.23122,51.506235
-0.233739,51.505544
-0.232747,51.50401
-0.232747,51.50401
-0.233739,51.505544
-0.235777,51.500917
-0.238895,51.500239
-0.237668,51.501188
-0.235897,51.503023
-0.235747,51.501303
-0.240254,51.500642
-0.238895,51.500239
-0.240254,51.500642
-0.238415,51.5061
-0.242794,51.502776
-0.242632,51.50325
-0.243405,51.504502
-0.244307,51.505784
-0.245883,51.50525
-0.245883,51.50525
-0.240229,51.502414
-0.238691,51.500448
-0.240229,51.502414
-0.238909,51.503392
-0.24054,51.503695
-0.217248,51.503883
-0.219058,51.502903
-0.216713,51.502067
-0.219058,51.502903
-0.225759,51.500289
-0.22353,51.501281
-0.22353,51.501281
-0.220174,51.502372
-0.220174,51.502372
-0.222025,51.501078
-0.220174,51.502372
-0.219228,51.504102
-0.222774,51.502933
-0.219228,51.504102
-0.219228,51.504102
-0.219228,51.504102
-0.222774,51.502933
-0.218793,51.503764
-0.219228,51.504102
-0.219228,51.504102
-0.222774,51.502933
-0.219228,51.504102
-0.222774,51.502933
-0.219826,51.503176
-0.219228,51.504102
-0.221689,51.503429
-0.219228,51.504102
-0.222774,51.502933
-0.219228,51.504102
-0.250651,51.501922
-0.252332,51.503548
-0.243908,51.503782
-0.247011,51.504413
-0.242896,51.501258
-0.242896,51.501258
-0.242896,51.501258
-0.242896,51.501258
-0.24362,51.496664
-0.23152,51.501096
-0.227586,51.502223
-0.226983,51.498815
-0.227586,51.502223
-0.227774,51.501084
-0.227586,51.502223
-0.230137,51.501075
-0.227586,51.502223
-0.227512,51.500397
-0.219531,51.498531
-0.22069,51.498738
-0.219161,51.498418
-0.219161,51.498418
-0.22069,51.498738
-0.22069,51.498738
-0.22069,51.498738
-0.21627,51.500865
-0.213773,51.499891
-0.217565,51.500183
-0.211683,51.498807
-0.21627,51.500865
-0.222474,51.498063
-0.222474,51.498063
-0.223191,51.497777
-0.222474,51.498063
-0.224172,51.497379
-0.221304,51.497389
-0.219294,51.495731
-0.222732,51.49661
-0.222732,51.49661
-0.215479,51.497157
-0.214263,51.498415
-0.236658,51.497882
-0.236658,51.497882
-0.236658,51.497882
-0.235118,51.500448
-0.242448,51.495289
-0.242448,51.495289
-0.243762,51.494077
-0.242448,51.495289
-0.242448,51.495289
-0.237639,51.491854
-0.234707,51.492817
-0.235723,51.492598
-0.234707,51.492817
-0.238781,51.493238
-0.209945,51.494249
-0.211792,51.494915
-0.20753,51.495579
-0.206942,51.494787
-0.20994,51.497333
-0.211792,51.494915
-0.20994,51.497333
-0.212125,51.495226
-0.20753,51.495579
-0.206942,51.494787
-0.206942,51.494787
-0.209945,51.494249
-0.209706,51.493364
-0.209945,51.494249
-0.209706,51.493364
-0.205922,51.492146
-0.205922,51.492146
-0.206632,51.49168
-0.205289,51.492865
-0.206614,51.493964
-0.204839,51.493307
-0.206632,51.49168
-0.206614,51.493964
-0.205289,51.492865
-0.206614,51.493964
-0.206977,51.492792
-0.206614,51.493964
-0.215466,51.493784
-0.213273,51.492771
-0.214029,51.491865
-0.210149,51.49052
-0.213285,51.492088
-0.209481,51.491022
-0.225534,51.490493
-0.225623,51.490791
-0.225623,51.490791
-0.229769,51.490116
-0.230696,51.490355
-0.231565,51.492104
-0.230696,51.490355
-0.232687,51.491761
-0.232616,51.49212
-0.232616,51.49212
-0.232616,51.49212
-0.230696,51.490355
-0.232616,51.49212
-0.229769,51.490116
-0.228608,51.489964
-0.230696,51.490355
-0.222289,51.49209
-0.224336,51.494629
-0.224735,51.492891
-0.224574,51.492223
-0.225062,51.494479
-0.224336,51.494629
-0.224336,51.494629
-0.224574,51.492223
-0.224574,51.492223
-0.228537,51.495511
-0.224336,51.494629
-0.224336,51.494629
-0.224735,51.492891
-0.224735,51.492891
-0.224336,51.494629
-0.224574,51.492223
-0.224735,51.492891
-0.224336,51.494629
-0.224735,51.492891
-0.219868,51.493213
-0.224574,51.492223
-0.224574,51.492223
-0.221247,51.494061
-0.224574,51.492223
-0.224336,51.494629
-0.224574,51.492223
-0.225101,51.492384
-0.224336,51.494629
-0.224735,51.492891
-0.220685,51.4922
-0.224735,51.492891
-0.219868,51.493213
-0.224735,51.492891
-0.220908,51.494631
-0.224735,51.492891
-0.220908,51.494631
-0.224735,51.492891
-0.224574,51.492223
-0.224336,51.494629
-0.221247,51.494061
-0.220685,51.4922
-0.224735,51.492891
-0.230592,51.491927
-0.230592,51.491927
-0.22934,51.491899
-0.228115,51.491908
-0.226798,51.492893
-0.226829,51.49312
-0.23064,51.492935
-0.226798,51.492893
-0.22934,51.491899
-0.229623,51.493522
-0.22934,51.491899
-0.226798,51.492893
-0.226829,51.49312
-0.229623,51.493522
-0.226798,51.492893
-0.228115,51.491908
-0.22934,51.491899
-0.230592,51.491927
-0.226798,51.492893
-0.226829,51.49312
-0.226829,51.49312
-0.231223,51.493133
-0.224512,51.490855
-0.223307,51.489983
-0.223307,51.489983
-0.224766,51.489492
-0.223307,51.489983
-0.223307,51.489983
-0.223307,51.489983
-0.215638,51.490136
-0.215638,51.490136
-0.215638,51.490136
-0.222134,51.488274
-0.215638,51.490136
-0.217124,51.487119
-0.217124,51.487119
-0.219135,51.488723
-0.217124,51.487119
-0.217124,51.487119
-0.209642,51.489478
-0.212514,51.488982
-0.213024,51.489925
-0.213024,51.489925
-0.212259,51.486852
-0.213024,51.489925
-0.210986,51.489382
-0.209748,51.485667
-0.208186,51.489141
-0.205166,51.489401
-0.206742,51.489982
-0.206641,51.49035
-0.208186,51.489141
-0.208186,51.489141
-0.203167,51.484919
-0.204986,51.484434
-0.204986,51.484434
-0.204205,51.484512
-0.20257,51.483246
-0.204205,51.484512
-0.20257,51.483246
-0.203167,51.484919
-0.20584,51.483602
-0.204954,51.488543
-0.206039,51.488425
-0.208225,51.488153
-0.205254,51.484942
-0.207481,51.487665
-0.203292,51.485038
-0.209001,51.487094
-0.205254,51.484942
-0.20839,51.486509
-0.207481,51.487665
-0.207481,51.487665
-0.203727,51.488983
-0.202955,51.488459
-0.202955,51.488459
-0.202955,51.488459
-0.203784,51.489371
-0.203784,51.489371
-0.203784,51.489371
-0.203727,51.488983
-0.203784,51.489371
-0.203743,51.487104
-0.203784,51.489371
-0.202955,51.488459
-0.201085,51.486569
-0.20181,51.488297
-0.19745,51.487088
-0.19745,51.487088
-0.201548,51.48689
-0.19745,51.487088
-0.19745,51.487088
-0.20174,51.487873
-0.213275,51.482762
-0.212441,51.484206
-0.21396,51.482935
-0.210837,51.483606
-0.215037,51.483383
-0.213071,51.483209
-0.213579,51.483837
-0.218881,51.48452
-0.218133,51.48378
-0.216276,51.48449
-0.216797,51.484425
-0.218329,51.487227
-0.218329,51.487227
-0.218329,51.487227
-0.218329,51.487227
-0.218329,51.487227
-0.218329,51.487227
-0.218329,51.487227
-0.218329,51.487227
-0.218329,51.487227
-0.218329,51.487227
-0.218329,51.487227
-0.218329,51.487227
-0.218329,51.487227
-0.218329,51.487227
-0.218329,51.487227
-0.218329,51.487227
-0.218329,51.487227
-0.217303,51.485836
-0.218329,51.487227
-0.218329,51.487227
-0.217303,51.485836
-0.213567,51.487092
-0.213567,51.487092
-0.211713,51.486263
-0.215462,51.487247
-0.195078,51.480397
-0.195078,51.480397
-0.195078,51.480397
-0.195078,51.480397
-0.1932,51.483102
-0.195078,51.480397
-0.195078,51.480397
-0.1932,51.483102
-0.195078,51.480397
-0.197153,51.480726
-0.195078,51.480397
-0.196512,51.48202
-0.200708,51.482615
-0.19874,51.48138
-0.200708,51.482615
-0.200708,51.482615
-0.199238,51.483384
-0.200207,51.481807
-0.203051,51.481635
-0.199238,51.483384
-0.201634,51.483609
-0.203707,51.48142
-0.202289,51.484159
-0.202091,51.485181
-0.202686,51.485046
-0.201749,51.484717
-0.202064,51.484398
-0.202289,51.484159
-0.222701,51.482977
-0.220652,51.484907
-0.224892,51.488478
-0.221297,51.485357
-0.223378,51.488527
-0.222714,51.481143
-0.21911,51.481988
